Month Name,Month,Year,Query Count,Query Text,Month Num,,,,,,,,,,,
June,,2018,132,building permit,,34497.5,,,,,,,,,,
July,,2018,132,police,,34497.5,,,,,,,,,,
January,1,2019,132,employment,,34497.5,,,,,,,,,,
December,12,2019,132,Police report,,34497.5,,,,,,,,,,
January,1,2020,132,inmate search,,34497.5,,,,,,,,,,
January,1,2020,132,Property Maps,,34497.5,,,,,,,,,,
September,,2015,131,ebid,,34486,,,,,,,,,,
October,,2016,131,human resources,,34486,,,,,,,,,,
July,,2017,131,dcso,,34486,,,,,,,,,,
October,,2017,131,payroll,,34486,,,,,,,,,,
January,,2018,131,permits,,34486,,,,,,,,,,
August,,2018,131,Payroll,,34486,,,,,,,,,,
August,,2018,131,public works,,34486,,,,,,,,,,
November,,2018,131,police report,,34486,,,,,,,,,,
October,10,2019,131,accident report,,34486,,,,,,,,,,
December,12,2019,131,Inmate search,,34486,,,,,,,,,,
January,1,2020,131,police report,,34486,,,,,,,,,,
December,,2014,130,animal control,,34475,,,,,,,,,,
April,,2015,130,maps,,34475,,,,,,,,,,
February,,2016,130,maps,,34475,,,,,,,,,,
March,,2017,130,employee self service,,34475,,,,,,,,,,
March,,2017,130,payroll,,34475,,,,,,,,,,
November,,2017,130,Payroll,,34475,,,,,,,,,,
November,,2017,130,ess,,34475,,,,,,,,,,
January,,2018,130,Payroll,,34475,,,,,,,,,,
March,,2018,130,parcel viewer,,34475,,,,,,,,,,
June,6,2019,130,ESS,,34475,,,,,,,,,,
August,8,2019,130,police,,34475,,,,,,,,,,
February,,2015,129,maps,,34464,,,,,,,,,,
March,,2017,129,police,,34464,,,,,,,,,,
June,,2017,129,zoning,,34464,,,,,,,,,,
July,,2017,129,police,,34464,,,,,,,,,,
September,,2017,129,zoning,,34464,,,,,,,,,,
December,,2017,129,Nashville,,34464,,,,,,,,,,
January,,2018,129,zoning,,34464,,,,,,,,,,
March,,2018,129,civil service,,34464,,,,,,,,,,
July,,2018,129,jobs,,34464,,,,,,,,,,
January,1,2019,129,codes,,34464,,,,,,,,,,
April,4,2019,129,zoning,,34464,,,,,,,,,,
March,,2014,128,employment,,34450.5,,,,,,,,,,
October,,2014,128,animal control,,34450.5,,,,,,,,,,
July,,2015,128,employment,,34450.5,,,,,,,,,,
June,,2015,128,jobs,,34450.5,,,,,,,,,,
May,,2016,128,ebid,,34450.5,,,,,,,,,,
June,,2017,128,criminal court,,34450.5,,,,,,,,,,
August,,2017,128,public works,,34450.5,,,,,,,,,,
August,,2017,128,Jobs,,34450.5,,,,,,,,,,
March,,2018,128,open data,,34450.5,,,,,,,,,,
April,,2018,128,civil service,,34450.5,,,,,,,,,,
June,,2018,128,zoning,,34450.5,,,,,,,,,,
July,,2018,128,property taxes,,34450.5,,,,,,,,,,
September,,2018,128,new service,,34450.5,,,,,,,,,,
March,3,2019,128,ESS,,34450.5,,,,,,,,,,
October,10,2019,128,police,,34450.5,,,,,,,,,,
November,11,2019,128,accident report,,34450.5,,,,,,,,,,
July,,2014,127,jobs,,34437,,,,,,,,,,
June,,2017,127,Nashville,,34437,,,,,,,,,,
July,,2017,127,property taxes,,34437,,,,,,,,,,
January,,2018,127,criminal court clerk,,34437,,,,,,,,,,
March,,2018,127,payroll,,34437,,,,,,,,,,
March,,2018,127,short term rental,,34437,,,,,,,,,,
May,,2018,127,zoning,,34437,,,,,,,,,,
June,,2018,127,permits,,34437,,,,,,,,,,
July,,2018,127,zoning,,34437,,,,,,,,,,
June,6,2019,127,police,,34437,,,,,,,,,,
September,9,2019,127,jobs,,34437,,,,,,,,,,
February,,2016,126,property tax,,34425.5,,,,,,,,,,
August,,2017,126,Warrants,,34425.5,,,,,,,,,,
January,,2018,126,Jobs,,34425.5,,,,,,,,,,
May,,2018,126,civil service rules,,34425.5,,,,,,,,,,
May,,2018,126,parcel viewer,,34425.5,,,,,,,,,,
October,,2018,126,2019 annual enrollment employees,,34425.5,,,,,,,,,,
November,,2018,126,police,,34425.5,,,,,,,,,,
March,3,2019,126,payroll,,34425.5,,,,,,,,,,
April,4,2019,126,employee self service,,34425.5,,,,,,,,,,
July,7,2019,126,police,,34425.5,,,,,,,,,,
September,9,2019,126,codes,,34425.5,,,,,,,,,,
December,12,2019,126,Maps,,34425.5,,,,,,,,,,
June,,2014,125,employment,,34415,,,,,,,,,,
January,,2015,125,media releases,,34415,,,,,,,,,,
May,,2016,125,maps,,34415,,,,,,,,,,
June,,2016,125,maps,,34415,,,,,,,,,,
January,,2018,125,police report,,34415,,,,,,,,,,
June,6,2019,125,codes,,34415,,,,,,,,,,
August,8,2019,125,Employment,,34415,,,,,,,,,,
November,11,2019,125,employee self service,,34415,,,,,,,,,,
January,1,2020,125,jobs,,34415,,,,,,,,,,
February,,2014,124,property tax,,34403.5,,,,,,,,,,
December,,2014,124,human resources,,34403.5,,,,,,,,,,
January,,2017,124,human resources,,34403.5,,,,,,,,,,
October,,2015,124,jobs,,34403.5,,,,,,,,,,
April,,2017,124,pension,,34403.5,,,,,,,,,,
October,,2017,124,Annual enrollment,,34403.5,,,,,,,,,,
April,,2018,124,zoning,,34403.5,,,,,,,,,,
September,,2018,124,ebid,,34403.5,,,,,,,,,,
September,,2018,124,payroll,,34403.5,,,,,,,,,,
November,,2018,124,employee self service,,34403.5,,,,,,,,,,
February,2,2019,124,codes,,34403.5,,,,,,,,,,
March,3,2019,124,police,,34403.5,,,,,,,,,,
July,7,2019,124,maps,,34403.5,,,,,,,,,,
November,11,2019,124,Jobs,,34403.5,,,,,,,,,,
December,,2014,123,ess,,34391,,,,,,,,,,
December,,2015,123,ebid,,34391,,,,,,,,,,
January,,2016,123,ebid,,34391,,,,,,,,,,
June,,2016,123,human resources,,34391,,,,,,,,,,
July,,2016,123,pay plan,,34391,,,,,,,,,,
April,,2017,123,civil service rules,,34391,,,,,,,,,,
October,,2017,123,permits,,34391,,,,,,,,,,
May,,2018,123,permits,,34391,,,,,,,,,,
September,,2018,123,pension,,34391,,,,,,,,,,
April,4,2019,123,payroll,,34391,,,,,,,,,,
August,8,2019,123,jobs,,34391,,,,,,,,,,
August,,2016,122,employment,,34378,,,,,,,,,,
May,,2017,122,nashville police department,,34378,,,,,,,,,,
May,,2017,122,ess,,34378,,,,,,,,,,
July,,2017,122,permits,,34378,,,,,,,,,,
September,,2017,122,employee self service,,34378,,,,,,,,,,
September,,2017,122,Jobs,,34378,,,,,,,,,,
October,,2017,122,public works,,34378,,,,,,,,,,
October,,2017,122,metro holidays,,34378,,,,,,,,,,
May,,2018,122,employee service ess,,34378,,,,,,,,,,
October,,2018,122,zoning,,34378,,,,,,,,,,
October,,2018,122,public works,,34378,,,,,,,,,,
February,2,2019,122,Employee self service,,34378,,,,,,,,,,
March,3,2019,122,property taxes,,34378,,,,,,,,,,
October,10,2019,122,ihihih,,34378,,,,,,,,,,
November,11,2019,122,holidays,,34378,,,,,,,,,,
June,,2014,121,maps,,34364.5,,,,,,,,,,
July,,2014,121,maps,,34364.5,,,,,,,,,,
February,,2016,121,codes,,34364.5,,,,,,,,,,
June,,2016,121,ebid,,34364.5,,,,,,,,,,
May,,2017,121,dadu conversion,,34364.5,,,,,,,,,,
July,,2017,121,Warrants,,34364.5,,,,,,,,,,
August,,2017,121,open data,,34364.5,,,,,,,,,,
October,,2017,121,criminal court,,34364.5,,,,,,,,,,
November,,2017,121,short term rental,,34364.5,,,,,,,,,,
December,,2017,121,maps,,34364.5,,,,,,,,,,
March,,2018,121,opportunity now,,34364.5,,,,,,,,,,
November,,2018,121,metro holidays,,34364.5,,,,,,,,,,
April,,2014,120,employment,,34346.5,,,,,,,,,,
August,,2014,120,animal control,,34346.5,,,,,,,,,,
September,,2014,120,employee self service,,34346.5,,,,,,,,,,
December,,2014,120,jobs,,34346.5,,,,,,,,,,
February,,2015,120,property tax,,34346.5,,,,,,,,,,
February,,2015,120,media releases,,34346.5,,,,,,,,,,
July,,2015,120,property maps,,34346.5,,,,,,,,,,
July,,2015,120,maps,,34346.5,,,,,,,,,,
November,,2015,120,ebid,,34346.5,,,,,,,,,,
March,,2016,120,ebid,,34346.5,,,,,,,,,,
November,,2016,120,maps,,34346.5,,,,,,,,,,
February,,2017,120,employee self service,,34346.5,,,,,,,,,,
February,,2017,120,jobs,,34346.5,,,,,,,,,,
March,,2017,120,criminal court clerk,,34346.5,,,,,,,,,,
April,,2017,120,police,,34346.5,,,,,,,,,,
May,,2017,120,employee self service,,34346.5,,,,,,,,,,
October,,2017,120,zoning,,34346.5,,,,,,,,,,
March,,2018,120,alarm registration,,34346.5,,,,,,,,,,
April,,2018,120,parcel viewer,,34346.5,,,,,,,,,,
June,,2018,120,public works,,34346.5,,,,,,,,,,
October,,2018,120,employee service ess,,34346.5,,,,,,,,,,
May,5,2019,120,accident report,,34346.5,,,,,,,,,,
November,11,2019,120,accident reports,,34346.5,,,,,,,,,,
December,12,2019,120,employment,,34346.5,,,,,,,,,,
May,,2014,119,maps,,34326.5,,,,,,,,,,
September,,2014,119,employment,,34326.5,,,,,,,,,,
January,,2015,119,maps,,34326.5,,,,,,,,,,
February,,2015,119,animal control,,34326.5,,,,,,,,,,
August,,2015,119,jobs,,34326.5,,,,,,,,,,
April,,2016,119,district,,34326.5,,,,,,,,,,
June,,2017,119,permits,,34326.5,,,,,,,,,,
August,,2017,119,police report,,34326.5,,,,,,,,,,
September,,2017,119,short term rental,,34326.5,,,,,,,,,,
December,,2017,119,zoning,,34326.5,,,,,,,,,,
January,,2018,119,civil service rules,,34326.5,,,,,,,,,,
March,,2018,119,real property search,,34326.5,,,,,,,,,,
May,,2018,119,election,,34326.5,,,,,,,,,,
September,,2018,119,public works,,34326.5,,,,,,,,,,
October,,2018,119,holidays,,34326.5,,,,,,,,,,
August,8,2019,119,police report,,34326.5,,,,,,,,,,
May,,2014,118,police,,34315,,,,,,,,,,
August,,2014,118,maps,,34315,,,,,,,,,,
September,,2017,118,Police,,34315,,,,,,,,,,
April,,2018,118,transit plan,,34315,,,,,,,,,,
May,,2018,118,criminal court clerk,,34315,,,,,,,,,,
May,,2018,118,ESS,,34315,,,,,,,,,,
November,,2018,118,payroll,,34315,,,,,,,,,,
May,,2015,117,Nashville,,34304.5,,,,,,,,,,
January,,2017,117,maps,,34304.5,,,,,,,,,,
August,,2015,117,codes,,34304.5,,,,,,,,,,
September,,2015,117,human resources,,34304.5,,,,,,,,,,
December,,2015,117,maps,,34304.5,,,,,,,,,,
February,,2016,117,property taxes,,34304.5,,,,,,,,,,
March,,2016,117,Nashville,,34304.5,,,,,,,,,,
July,,2016,117,jobs,,34304.5,,,,,,,,,,
April,,2017,117,payroll,,34304.5,,,,,,,,,,
June,,2017,117,dcso,,34304.5,,,,,,,,,,
November,,2017,117,Jobs,,34304.5,,,,,,,,,,
June,,2018,117,police report,,34304.5,,,,,,,,,,
August,,2018,117,ess,,34304.5,,,,,,,,,,
September,9,2019,117,police report,,34304.5,,,,,,,,,,
July,,2015,116,animal control,,34293,,,,,,,,,,
October,,2017,116,open data,,34293,,,,,,,,,,
December,,2017,116,metro holidays,,34293,,,,,,,,,,
March,,2018,116,planning,,34293,,,,,,,,,,
July,,2018,116,general sessions court,,34293,,,,,,,,,,
February,2,2019,116,police,,34293,,,,,,,,,,
April,4,2019,116,Police,,34293,,,,,,,,,,
June,6,2019,116,maps,,34293,,,,,,,,,,
October,10,2019,116,maps,,34293,,,,,,,,,,
September,,2014,115,maps,,34281,,,,,,,,,,
January,,2015,115,employment,,34281,,,,,,,,,,
January,,2017,115,codes,,34281,,,,,,,,,,
June,,2015,115,police,,34281,,,,,,,,,,
April,,2016,115,maps,,34281,,,,,,,,,,
August,,2016,115,jobs,,34281,,,,,,,,,,
August,,2017,115,Payroll,,34281,,,,,,,,,,
December,,2017,115,police,,34281,,,,,,,,,,
December,,2017,115,ess,,34281,,,,,,,,,,
March,,2018,115,police report,,34281,,,,,,,,,,
March,,2018,115,jobs,,34281,,,,,,,,,,
April,,2018,115,early voting locations,,34281,,,,,,,,,,
June,,2018,115,civil service,,34281,,,,,,,,,,
September,,2018,115,jobs,,34281,,,,,,,,,,
January,1,2020,115,Accident report,,34281,,,,,,,,,,
February,,2014,114,employment,,34269.5,,,,,,,,,,
November,,2017,114,permits,,34269.5,,,,,,,,,,
May,,2018,114,property tax,,34269.5,,,,,,,,,,
June,,2018,114,dcso,,34269.5,,,,,,,,,,
March,3,2019,114,public works,,34269.5,,,,,,,,,,
April,4,2019,114,accident report,,34269.5,,,,,,,,,,
June,6,2019,114,police report,,34269.5,,,,,,,,,,
October,10,2019,114,public works,,34269.5,,,,,,,,,,
May,,2014,113,jobs,,34257.5,,,,,,,,,,
July,,2014,113,criminal court clerk,,34257.5,,,,,,,,,,
November,,2014,113,jobs,,34257.5,,,,,,,,,,
December,,2014,113,media release,,34257.5,,,,,,,,,,
December,,2016,113,jobs,,34257.5,,,,,,,,,,
February,,2017,113,property maps,,34257.5,,,,,,,,,,
April,,2017,113,real property search,,34257.5,,,,,,,,,,
April,,2017,113,open data,,34257.5,,,,,,,,,,
July,,2017,113,real property search,,34257.5,,,,,,,,,,
July,,2017,113,short term rental,,34257.5,,,,,,,,,,
August,,2017,113,real property search,,34257.5,,,,,,,,,,
August,,2017,113,civil service,,34257.5,,,,,,,,,,
September,,2017,113,open data,,34257.5,,,,,,,,,,
April,,2018,113,election commission,,34257.5,,,,,,,,,,
April,,2018,113,police report,,34257.5,,,,,,,,,,
November,,2018,113,holidays,,34257.5,,,,,,,,,,
January,,2014,112,property maps,,34243.5,,,,,,,,,,
February,,2014,112,media releases,,34243.5,,,,,,,,,,
May,,2014,112,inmate search,,34243.5,,,,,,,,,,
January,,2017,112,employee self service,,34243.5,,,,,,,,,,
April,,2016,112,human resources,,34243.5,,,,,,,,,,
May,,2017,112,crimnal court,,34243.5,,,,,,,,,,
May,,2017,112,police,,34243.5,,,,,,,,,,
June,,2017,112,payroll,,34243.5,,,,,,,,,,
November,,2017,112,holidays,,34243.5,,,,,,,,,,
December,,2017,112,police report,,34243.5,,,,,,,,,,
February,2,2019,112,payroll,,34243.5,,,,,,,,,,
October,10,2019,112,inmate search,,34243.5,,,,,,,,,,
October,,2014,111,human resources,,34230.5,,,,,,,,,,
April,,2015,111,jobs,,34230.5,,,,,,,,,,
January,,2016,111,ess,,34230.5,,,,,,,,,,
April,,2016,111,codes,,34230.5,,,,,,,,,,
July,,2016,111,human resources,,34230.5,,,,,,,,,,
October,,2016,111,jobs,,34230.5,,,,,,,,,,
June,,2017,111,employee self service,,34230.5,,,,,,,,,,
November,,2017,111,criminal court clerk,,34230.5,,,,,,,,,,
April,,2018,111,alarm permit,,34230.5,,,,,,,,,,
June,,2018,111,jobs,,34230.5,,,,,,,,,,
June,,2018,111,Jobs,,34230.5,,,,,,,,,,
October,,2018,111,dcso,,34230.5,,,,,,,,,,
August,8,2019,111,accident report,,34230.5,,,,,,,,,,
January,1,2020,111,finance,,34230.5,,,,,,,,,,
July,,2014,110,employment,,34215,,,,,,,,,,
January,,2015,110,police,,34215,,,,,,,,,,
September,,2015,110,maps,,34215,,,,,,,,,,
October,,2015,110,maps,,34215,,,,,,,,,,
May,,2016,110,human resources,,34215,,,,,,,,,,
May,,2016,110,pay plan,,34215,,,,,,,,,,
April,,2017,110,short term rental,,34215,,,,,,,,,,
May,,2017,110,real property search,,34215,,,,,,,,,,
November,,2017,110,public works,,34215,,,,,,,,,,
April,,2018,110,employee self service,,34215,,,,,,,,,,
April,,2018,110,short term rental,,34215,,,,,,,,,,
June,,2018,110,short term rental,,34215,,,,,,,,,,
October,,2018,110,jobs,,34215,,,,,,,,,,
November,,2018,110,zoning,,34215,,,,,,,,,,
February,2,2019,110,public works,,34215,,,,,,,,,,
March,3,2019,110,employment,,34215,,,,,,,,,,
April,4,2019,110,maps,,34215,,,,,,,,,,
January,,2015,109,isupplier,,34202,,,,,,,,,,
May,,2015,109,maps,,34202,,,,,,,,,,
September,,2015,109,property maps,,34202,,,,,,,,,,
January,,2016,109,employee self service,,34202,,,,,,,,,,
April,,2017,109,ess,,34202,,,,,,,,,,
August,,2017,109,employee self service,,34202,,,,,,,,,,
May,,2018,109,budget,,34202,,,,,,,,,,
November,11,2019,109,property maps,,34202,,,,,,,,,,
January,1,2020,109,pension,,34202,,,,,,,,,,
June,,2014,108,criminal court clerk,,34190,,,,,,,,,,
July,,2015,108,election commission,,34190,,,,,,,,,,
June,,2015,108,employment,,34190,,,,,,,,,,
January,,2016,108,jobs,,34190,,,,,,,,,,
December,,2016,108,maps,,34190,,,,,,,,,,
May,,2017,108,pay plan,,34190,,,,,,,,,,
September,,2017,108,payroll,,34190,,,,,,,,,,
November,,2017,108,property maps,,34190,,,,,,,,,,
March,,2018,108,birth certificate,,34190,,,,,,,,,,
March,,2018,108,criminal court,,34190,,,,,,,,,,
April,,2018,108,property maps,,34190,,,,,,,,,,
April,,2018,108,criminal court clerk,,34190,,,,,,,,,,
September,,2018,108,property taxes,,34190,,,,,,,,,,
July,7,2019,108,Employment,,34190,,,,,,,,,,
September,9,2019,108,Accident report,,34190,,,,,,,,,,
April,,2015,107,police,,34172,,,,,,,,,,
July,,2015,107,human resources,,34172,,,,,,,,,,
June,,2015,107,animal control,,34172,,,,,,,,,,
August,,2015,107,property maps,,34172,,,,,,,,,,
February,,2016,107,employment,,34172,,,,,,,,,,
April,,2016,107,ebid,,34172,,,,,,,,,,
April,,2016,107,Council district,,34172,,,,,,,,,,
May,,2016,107,codes,,34172,,,,,,,,,,
November,,2016,107,human resources,,34172,,,,,,,,,,
April,,2017,107,permits,,34172,,,,,,,,,,
May,,2017,107,payroll,,34172,,,,,,,,,,
July,,2017,107,outstanding warrants,,34172,,,,,,,,,,
August,,2017,107,Eclipse,,34172,,,,,,,,,,
March,,2018,107,Birth certificate,,34172,,,,,,,,,,
March,,2018,107,criminal court clerk,,34172,,,,,,,,,,
May,,2018,107,short term rental,,34172,,,,,,,,,,
July,,2018,107,Birth certificate,,34172,,,,,,,,,,
October,,2018,107,police,,34172,,,,,,,,,,
April,4,2019,107,police report,,34172,,,,,,,,,,
June,6,2019,107,public works,,34172,,,,,,,,,,
July,7,2019,107,accident report,,34172,,,,,,,,,,
February,,2014,106,criminal court clerk,,34150.5,,,,,,,,,,
September,,2014,106,animal control,,34150.5,,,,,,,,,,
October,,2014,106,police,,34150.5,,,,,,,,,,
December,,2014,106,longevity,,34150.5,,,,,,,,,,
April,,2017,106,crimnal court,,34150.5,,,,,,,,,,
September,,2017,106,permits,,34150.5,,,,,,,,,,
October,,2017,106,Payroll,,34150.5,,,,,,,,,,
October,,2017,106,police,,34150.5,,,,,,,,,,
October,,2017,106,building permit,,34150.5,,,,,,,,,,
November,,2017,106,police,,34150.5,,,,,,,,,,
December,,2017,106,codes,,34150.5,,,,,,,,,,
January,,2018,106,Employee self service,,34150.5,,,,,,,,,,
March,,2018,106,building permit,,34150.5,,,,,,,,,,
May,,2018,106,open data,,34150.5,,,,,,,,,,
August,,2018,106,open data,,34150.5,,,,,,,,,,
November,,2018,106,jobs,,34150.5,,,,,,,,,,
November,,2018,106,property maps,,34150.5,,,,,,,,,,
May,5,2019,106,zoning,,34150.5,,,,,,,,,,
May,5,2019,106,employee self service,,34150.5,,,,,,,,,,
May,5,2019,106,police,,34150.5,,,,,,,,,,
June,6,2019,106,accident report,,34150.5,,,,,,,,,,
August,8,2019,106,maps,,34150.5,,,,,,,,,,
February,,2014,105,police,,34134.5,,,,,,,,,,
April,,2014,105,media releases,,34134.5,,,,,,,,,,
July,,2014,105,permits,,34134.5,,,,,,,,,,
February,,2015,105,property maps,,34134.5,,,,,,,,,,
March,,2017,105,isupplier,,34134.5,,,,,,,,,,
July,,2017,105,payroll,,34134.5,,,,,,,,,,
September,,2017,105,criminal court,,34134.5,,,,,,,,,,
July,,2018,105,police report,,34134.5,,,,,,,,,,
July,,2018,105,property maps,,34134.5,,,,,,,,,,
May,5,2019,105,maps,,34134.5,,,,,,,,,,
March,,2014,104,property taxes,,34123,,,,,,,,,,
January,,2016,104,maps,,34123,,,,,,,,,,
August,,2016,104,codes,,34123,,,,,,,,,,
March,,2017,104,kimberly johnson,,34123,,,,,,,,,,
August,,2017,104,civil service rules,,34123,,,,,,,,,,
May,,2018,104,public works,,34123,,,,,,,,,,
July,,2018,104,employee self service,,34123,,,,,,,,,,
August,,2018,104,civil service rules,,34123,,,,,,,,,,
September,,2018,104,property maps,,34123,,,,,,,,,,
October,,2018,104,metro holidays,,34123,,,,,,,,,,
February,2,2019,104,ESS,,34123,,,,,,,,,,
July,7,2019,104,public works,,34123,,,,,,,,,,
November,11,2019,104,inmate search,,34123,,,,,,,,,,
September,,2014,103,gis,,34111,,,,,,,,,,
December,,2014,103,property maps,,34111,,,,,,,,,,
February,,2017,103,civil service,,34111,,,,,,,,,,
August,,2017,103,birth certificate,,34111,,,,,,,,,,
August,,2018,103,property taxes,,34111,,,,,,,,,,
October,,2018,103,election commission,,34111,,,,,,,,,,
November,,2018,103,property line,,34111,,,,,,,,,,
February,2,2019,103,property maps,,34111,,,,,,,,,,
January,1,2020,103,isupplier,,34111,,,,,,,,,,
January,1,2020,103,Permits,,34111,,,,,,,,,,
January,1,2020,103,Police,,34111,,,,,,,,,,
March,,2014,102,police,,34096,,,,,,,,,,
April,,2014,102,police,,34096,,,,,,,,,,
July,,2014,102,media releases,,34096,,,,,,,,,,
August,,2014,102,employment,,34096,,,,,,,,,,
October,,2015,102,Animal control,,34096,,,,,,,,,,
November,,2015,102,maps,,34096,,,,,,,,,,
May,,2017,102,dcso,,34096,,,,,,,,,,
August,,2017,102,criminal court,,34096,,,,,,,,,,
October,,2017,102,nashville police department,,34096,,,,,,,,,,
March,,2018,102,building permits,,34096,,,,,,,,,,
May,,2018,102,pay plan,,34096,,,,,,,,,,
July,,2018,102,Warrants,,34096,,,,,,,,,,
July,,2018,102,criminal court clerk,,34096,,,,,,,,,,
August,,2018,102,Birth certificate,,34096,,,,,,,,,,
January,1,2019,102,property maps,,34096,,,,,,,,,,
March,3,2019,102,zoning,,34096,,,,,,,,,,
October,10,2019,102,im,,34096,,,,,,,,,,
November,11,2019,102,zoning,,34096,,,,,,,,,,
December,12,2019,102,PROPERTY MAPS,,34096,,,,,,,,,,
March,,2014,101,permits,,34074.5,,,,,,,,,,
January,,2015,101,criminal court clerk,,34074.5,,,,,,,,,,
September,,2015,101,codes,,34074.5,,,,,,,,,,
March,,2016,101,police,,34074.5,,,,,,,,,,
March,,2016,101,civil service,,34074.5,,,,,,,,,,
November,,2016,101,jobs,,34074.5,,,,,,,,,,
November,,2017,101,metro holidays,,34074.5,,,,,,,,,,
November,,2017,101,longevity pay,,34074.5,,,,,,,,,,
January,,2018,101,West Nashville Heights Church of Christ,,34074.5,,,,,,,,,,
January,,2018,101,property maps,,34074.5,,,,,,,,,,
March,,2018,101,public works,,34074.5,,,,,,,,,,
March,,2018,101,Payroll,,34074.5,,,,,,,,,,
May,,2018,101,police report,,34074.5,,,,,,,,,,
June,,2018,101,criminal court,,34074.5,,,,,,,,,,
June,,2018,101,payroll,,34074.5,,,,,,,,,,
July,,2018,101,pay plan,,34074.5,,,,,,,,,,
October,,2018,101,hr,,34074.5,,,,,,,,,,
April,4,2019,101,employment,,34074.5,,,,,,,,,,
May,5,2019,101,police report,,34074.5,,,,,,,,,,
November,11,2019,101,permits,,34074.5,,,,,,,,,,
November,11,2019,101,Police,,34074.5,,,,,,,,,,
December,12,2019,101,birth certificate,,34074.5,,,,,,,,,,
December,12,2019,101,public works,,34074.5,,,,,,,,,,
January,1,2020,101,property taxes,,34074.5,,,,,,,,,,
October,,2014,100,maps,,34053.5,,,,,,,,,,
April,,2015,100,employment,,34053.5,,,,,,,,,,
April,,2015,100,Nashville,,34053.5,,,,,,,,,,
October,,2016,100,property maps,,34053.5,,,,,,,,,,
June,,2017,100,building permit,,34053.5,,,,,,,,,,
June,,2017,100,assessor,,34053.5,,,,,,,,,,
July,,2017,100,police report,,34053.5,,,,,,,,,,
August,,2017,100,property tax,,34053.5,,,,,,,,,,
August,,2017,100,property taxes,,34053.5,,,,,,,,,,
August,,2017,100,building permit,,34053.5,,,,,,,,,,
November,,2017,100,civil service rules,,34053.5,,,,,,,,,,
December,,2017,100,holidays,,34053.5,,,,,,,,,,
April,,2018,100,building permit,,34053.5,,,,,,,,,,
April,,2018,100,ess,,34053.5,,,,,,,,,,
July,,2018,100,dcso,,34053.5,,,,,,,,,,
October,,2018,100,voting,,34053.5,,,,,,,,,,
October,10,2019,100,property tax,,34053.5,,,,,,,,,,
January,1,2020,100,gis,,34053.5,,,,,,,,,,
April,,2014,99,criminal court clerk,,34035.5,,,,,,,,,,
April,,2014,99,permits,,34035.5,,,,,,,,,,
February,,2015,99,public works,,34035.5,,,,,,,,,,
July,,2015,99,Nashville,,34035.5,,,,,,,,,,
February,,2016,99,Nashville,,34035.5,,,,,,,,,,
July,,2016,99,Nashville,,34035.5,,,,,,,,,,
February,,2017,99,trustee,,34035.5,,,,,,,,,,
